Item Code,Product Name,Price,URL
944901,"Immune Support Effervescent Minerals & Herbs with Vitamin C, E, Zinc Citrus",$24.99,"https://www.walgreens.com/store/c/airborne-immune-support-effervescent-minerals-%26-herbs-with-vitamin-c,-e,-zinc-citrus/ID=300405068-product"
499034,Vitamin D Supplement Drops for Infants,$14.99,"https://www.walgreens.com/store/c/enfamil-vitamin-d-supplement-drops-for-infants,-supports-strong-bone-health/ID=prod6000611-product"
610329,Prosobee Soy-Based Infant Formula for Sensitive Tummies,$24.99,https://www.walgreens.com/store/c/enfamil-prosobee-soy-based-infant-formula-for-sensitive-tummies/ID=prod398419-product
250666,Hypoallergenic & Lactose Free Formula with Enflora LGG - Powder Can,$59.99,https://www.walgreens.com/store/c/enfamil-nutramigen-hypoallergenic-&-lactose-free-formula-with-enflora-lgg---powder-can/ID=prod6159385-product
609868,A.R. Infant Formula Powder,$23.99,https://www.walgreens.com/store/c/enfamil-a.r.-infant-formula-powder/ID=prod6033688-product
219439,Sinus-Max Severe Congestion Relief Caplets,$21.99,https://www.walgreens.com/store/c/mucinex-sinus-max-severe-congestion-relief-caplets/ID=prod6174910-product
499495,Infant Formula Hypoallergenic & Lactose Free with Enflora LGG Powder Can,$39.99,https://www.walgreens.com/store/c/enfamil-nutramigen-infant-formula-hypoallergenic-&-lactose-free-with-enflora-lgg-powder-can/ID=prod6001014-product
499499,Infant Formula Milk-Based with Iron Powder Makes 90 Ounces,$18.99,https://www.walgreens.com/store/c/enfamil-infant-formula-milk-based-with-iron-powder-makes-90-ounces/ID=prod6000967-product
994591,Gentlease Baby Formula All in One Infant Formula with Iron Powder Makes 151 Ounces,$37.99,https://www.walgreens.com/store/c/enfamil-gentlease-baby-formula-all-in-one-infant-formula-with-iron-powder-makes-151-ounces/ID=prod6365260-product
436329,Gentlease Infant Formula All in One with Iron Makes 90 Ounces,$20.99,https://www.walgreens.com/store/c/enfamil-gentlease-infant-formula-all-in-one-with-iron-makes-90-ounces/ID=prod6092445-product
435408,Extra Strength Sore Throat Relief Lozenges Honey Lemon,$5.99,https://www.walgreens.com/store/c/cepacol-extra-strength-sore-throat-relief-lozenges-honey-lemon/ID=prod6090986-product
891796,NeuroPro Infant Formula - Brain Building Nutrition Inspired by Breast Milk Reusable Powder Tub,$39.99,https://www.walgreens.com/store/c/enfamil-neuropro-infant-formula---brain-building-nutrition-inspired-by-breast-milk-reusable-powder-tub/ID=prod6374538-product
244967,ProSobee Soy-Based Infant Formula Lactose Free Powder,$43.99,https://www.walgreens.com/store/c/enfamil-prosobee-soy-based-infant-formula-lactose-free-powder/ID=prod388285-product
891947,NeuroPro Gentlease Infant Formula Reusable Powder Tub,$43.99,https://www.walgreens.com/store/c/enfamil-neuropro-gentlease-infant-formula-reusable-powder-tub/ID=prod6374558-product
759456,"Joint Health Advanced Glucosamine Chondroitin + FruiteX-B, Tablets",$29.99,"https://www.walgreens.com/store/c/schiff-move-free-joint-health-advanced-glucosamine-chondroitin---fruitex-b,-tablets/ID=prod1993553-product"
994590,Infant Formula - Milk-Based with Iron & DHA Makes 151 Ounces,$34.99,https://www.walgreens.com/store/c/enfamil-infant-formula---milk-based-with-iron-&-dha-makes-151-ounces/ID=prod6365276-product
344661,Reguline Infant Formula Makes 147 Ounces,$43.99,https://www.walgreens.com/store/c/enfamil-reguline-infant-formula-makes-147-ounces/ID=prod6231514-product
435410,"Powerful, Instant Acting Sore Throat Relief Lozenges Cherry",$5.99,"https://www.walgreens.com/store/c/cepacol-powerful,-instant-acting-sore-throat-relief-lozenges-cherry/ID=prod6090985-product"
691276,"Immune Support Effervescent Minerals & Herbs with Vitamin C, E, Zinc Zesty Orange (Actual Item May Vary)",$9.99,"https://www.walgreens.com/store/c/airborne-immune-support-effervescent-minerals-&-herbs-with-vitamin-c,-e,-zinc-zesty-orange/ID=300395770-product?skuId=sku319502"
283659,"Gummies with Vitamin C, Minerals & Herbs Immune Support Assorted Fruit",$16.99,"https://www.walgreens.com/store/c/airborne-gummies-with-vitamin-c,-minerals-&-herbs-immune-support-assorted-fruit/ID=prod6187540-product"
948001,Enspire Infant Formula with MFGM & Lactoferrin Reusable Powder Tub,$52.99,https://www.walgreens.com/store/c/enfamil-enspire-infant-formula-with-mfgm-&-lactoferrin-reusable-powder-tub/ID=prod6334784-product
468097,A.R. Infant Formula Makes 152 Ounces,$43.99,https://www.walgreens.com/store/c/enfamil-a.r.-infant-formula-makes-152-ounces/ID=prod6030731-product
951223,12 Hour Chest Congestion Expectorant Tablets Loosens Mucus,$37.99,https://www.walgreens.com/store/c/mucinex-12-hour-chest-congestion-expectorant-tablets-loosens-mucus/ID=300399841-product
206600,"Immune Support Supplement, Effervescent Tablets Verry Berry",$9.99,"https://www.walgreens.com/store/c/airborne-immune-support-supplement,-effervescent-tablets-verry-berry/ID=prod6000670-product"
794228,Overnight Spot Patches Advanced Healing for Acne Control,$12.49,https://www.walgreens.com/store/c/clearasil-ultra-overnight-spot-patches-advanced-healing-for-acne-control/ID=300409427-product
216853,Probiotic Gummy for Adults Fruit,$17.99,https://www.walgreens.com/store/c/digestive-advantage-probiotic-gummy-for-adults-fruit/ID=prod6118218-product
982447,Advanced 4in1 500mg Omega-3 Fish + Krill Oil Supplement Softgel,$38.99,https://www.walgreens.com/store/c/megared-advanced-4in1-500mg-omega-3-fish---krill-oil-supplement-softgel/ID=prod6358116-product
234331,"Immune Support Effervescent Minerals & Herbs with Vitamin C, E, Zinc Zesty Orange",$25.99,"https://www.walgreens.com/store/c/airborne-immune-support-effervescent-minerals-&-herbs-with-vitamin-c,-e,-zinc-zesty-orange/ID=300395770-product?skuId=sku6132145"
545194,Original Brain Performance Gummies Strawberry,$34.99,https://www.walgreens.com/store/c/neuriva-original-brain-performance-gummies-strawberry/ID=300401573-product
993895,"Immune Support Chewable Tablets Minerals & Herbs with Vitamin C, E, Zinc Very Berry",$9.99,"https://www.walgreens.com/store/c/airborne-immune-support-chewable-tablets-minerals-&-herbs-with-vitamin-c,-e,-zinc-very-berry/ID=300403383-product"
912787,Chewables Citrus,$17.99,https://www.walgreens.com/store/c/airborne-chewables-citrus/ID=prod6290744-product
686050,Effervescent Tablets Elderberry,$17.99,https://www.walgreens.com/store/c/airborne-effervescent-tablets-elderberry/ID=300407956-product
387824,Warming Liquid Personal Lubricant,$7.99,https://www.walgreens.com/store/c/k-y-warming-liquid-personal-lubricant/ID=prod2303814-product
782422,"Vitamin C, E, Zinc, Minerals & Herbs Immune Support Supplement Gummies Very Berry",$15.99,"https://www.walgreens.com/store/c/airborne-vitamin-c,-e,-zinc,-minerals-&-herbs-immune-support-supplement-gummies-very-berry/ID=300400356-product"
374808,Acne Control Treatment Facial Cleansing Daily Pads 5 in1 with Salicylic Acid,$9.99,https://www.walgreens.com/store/c/clearasil-ultra-acne-control-treatment-facial-cleansing-daily-pads-5-in1-with-salicylic-acid/ID=prod6260239-product
231988,Massage & Play 2 in 1 Lubricant & Massage Gel Aloe Vera,$11.99,https://www.walgreens.com/store/c/durex-massage-&-play-2-in-1-lubricant-&-massage-gel-aloe-vera/ID=prod6128453-product
667996,"Extra Sensitive Natural Latex Condoms, Ultra Fine & Extra Lubricated",$6.79,"https://www.walgreens.com/store/c/durex-extra-sensitive-natural-latex-condoms,-ultra-fine-&-extra-lubricated/ID=prod6052001-product?skuId=sku304948"
944904,"Effervescent Tablets, Vitamin C - Immune Support Supplement Zesty Orange",$17.99,"https://www.walgreens.com/store/c/airborne-effervescent-tablets,-vitamin-c---immune-support-supplement-zesty-orange/ID=300403575-product"
946154,Intense Pleasure Gel Lubricant,$32.99,https://www.walgreens.com/store/c/k-y-intense-pleasure-gel-lubricant/ID=prod6333811-product
918050,Liquibeads Vaginal Moisturizer,$20.99,https://www.walgreens.com/store/c/k-y-liquibeads-vaginal-moisturizer/ID=prod6296205-product
557103,Maximum Strength 12 Hour Chest Congestion Relief Tablets,$34.99,https://www.walgreens.com/store/c/mucinex-maximum-strength-12-hour-chest-congestion-relief-tablets/ID=300409460-product
447974,"Prosobee Soy-Based Infant Formula, Ready to Use",$12.99,"https://www.walgreens.com/store/c/enfamil-prosobee-soy-based-infant-formula,-ready-to-use/ID=300406992-product"
190640,Sensitive Baby Formula,$43.99,https://www.walgreens.com/store/c/enfamil-sensitive-baby-formula/ID=300396002-product
557110,"Maximum Strength 12 Hour Extended-Release Bi-Layer Tablets, 1200 mg",$16.49,"https://www.walgreens.com/store/c/mucinex-maximum-strength-12-hour-extended-release-bi-layer-tablets,-1200-mg/ID=300404476-product"
